="",="Unemployment Rate",="",="",=""
="",="(1)",="(2)",="(3)",="(4)"
="",="Overall",="High-Skill",="Middle-Skill",="Low-Skill"
="Panel A. Pooled OLS Estimation",="",="",="",=""
="immigration share(denominator:pop i,91)",="0.022***",="-0.154***",="0.127***",="0.026***"
="",="(0.004)",="(0.022)",="(0.017)",="(0.009)"
="Observations",="2,480",="2,480",="2,480",="2,480"
="Standard errors in parentheses"
="LGA fixed effects: Yes"
="Year fixed effects: Yes"
="Control variables: Yes"
="* p<0.10, ** p<0.05, *** p<0.01"
="Panel B. FE Estimation",="",="",="",=""
="immigration share(denominator:pop i,91)",="0.015***",="-0.000",="0.006",="-0.004"
="",="(0.005)",="(0.012)",="(0.008)",="(0.009)"
="Observations",="2,480",="2,480",="2,480",="2,480"
="Standard errors in parentheses"
="LGA fixed effects: Yes"
="Year fixed effects: Yes"
="Control variables: Yes"
="* p<0.10, ** p<0.05, *** p<0.01"
="Panel C. FE-IV Estimation",="",="",="",=""
="immigration share(denominator:pop i,91)",="0.120***",="0.473***",="-0.387***",="-0.153*"
="",="(0.043)",="(0.173)",="(0.140)",="(0.078)"
="Observations",="2,480",="2,480",="2,480",="2,480"
="C-D F-stat",="74.065",="74.065",="74.065",="74.065"
="K-P F-stat",="10.575",="10.575",="10.575",="10.575"
="A-R F-stat",="10.721",="40.595",="39.933",="6.007"
="A-R p-value",="0.001",="0.000",="0.000",="0.015"
="Standard errors in parentheses"
="LGA fixed effects: Yes"
="Year fixed effects: Yes"
="Control variables: Yes"
="* p<0.10, ** p<0.05, *** p<0.01"
